url,subject,description,owner_id,owner_name,reviewer_id,reviewer_name,answer
https://review.opendev.org/795238,puppet-openstacklib: update for stx 5.0,puppet-openstacklib: update for stx 5.0  * fetch the updated stx 5.0 patches from StarlingX   git repo instead of maintaining a local copy  * inherit stx-patch to apply patches from stx repo  * remove the local copy of stx patches  Story: 2008952 Task: 42576  Signed-off-by: Jackie Huang <jackie.huang@windriver.com> Change-Id: I794684c1f4e6a2cbf2b07571b8f85d36337af9e8,29042,Jackie_Huang,"[22348, 28607]","['Zuul', 'Saul Wold']",Dependency Updates
https://review.opendev.org/795237,python-django-horizon: update for stx 5.0,python-django-horizon: update for stx 5.0  * fetch the updated stx 5.0 files and patches from StarlingX   git repo instead of maintaining a local copy  * inherit stx-patch to apply patches from stx repo  * remove the local copy of stx files  * update the do_install according to the spec  Story: 2008952 Task: 42576  Signed-off-by: Jackie Huang <jackie.huang@windriver.com> Change-Id: Ib6357d15ca7a54bd0bdb1856229f24f4256d5cd7,29042,Jackie_Huang,"[22348, 28607]","['Zuul', 'Saul Wold']",Dependency Updates
https://review.opendev.org/795236,lldpd: update for stx 5.0,lldpd: update for stx 5.0  * fetch the updated stx 5.0 files and patches from StarlingX   git repo instead of maintaining a local copy  * inherit stx-patch to apply patches from stx repo  * remove the local copy of stx files and patches  Story: 2008952 Task: 42576  Signed-off-by: Jackie Huang <jackie.huang@windriver.com> Change-Id: I72cea19aee7701de26e2d737b61a701ca6edfbca,29042,Jackie_Huang,"[22348, 28607]","['Zuul', 'Saul Wold']",Dependency Updates
https://review.opendev.org/795235,python-keystone: uprev to 16.0.0 for stx 5.0,python-keystone: uprev to 16.0.0 for stx 5.0  * update the branch and SRCREV * update the preferred version * use BPN instead of PN in some places  * fetch the stx-files from StarlingX git repo instead of   maintaining a local copy  * inherit stx-patch to apply patches from stx repo  Story: 2008952 Task: 42576  Signed-off-by: Jackie Huang <jackie.huang@windriver.com> Change-Id: Ib26174981da145fbdfe6417059963f1dc5276d38,29042,Jackie_Huang,"[22348, 28607]","['Zuul', 'Saul Wold']",Dependency Updates
https://review.opendev.org/795234,add stx-patch.bbclass for patches from stx repo,"stx-patch.bbclass: add bbclass for patches from stx repo  StarlingX has many repos to maintain patches and meta data for packages, previously we added a local copy of those patches as bitbake's metadata for each recipe which may cause maintenance issue.  To avoid that, we can fetch those patches from stx git repo, and use this bbclass to redefine the SRC_URI before do_patch, so it can find the patches in stx repo and do the patch, then the local copy of those patches can be removed and for the future upgrade, we don't need to manually check and update those patches any more.  Story: 2008952 Task: 42576  Signed-off-by: Jackie Huang <jackie.huang@windriver.com> Change-Id: I72798fa668aa835f7f33d7d9ff0a76416c98489a",29042,Jackie_Huang,"[22348, 28607]","['Zuul', 'Saul Wold']",Dependency Updates
https://review.opendev.org/796233,Remove unused and broken tests,Remove unused and broken tests  The notifications test has been broken for some time. Since we are always skipping this and it is broken. Let's remove it to keep the repo clean and ensure all of our functional tests are relevant to our needs and working.  Story: 2008968 Task: 42608  Change-Id: Ic0ee66ef186cd5faa317513e95e6068cf1519089,30073,Brendan Shephard,"[4257, 22348]","['Zane Bitter', 'Zuul']",Testing Enhancements
https://review.opendev.org/794466,test upload to devel,test upload to devel  Signed-off-by: Yong Fu <fuyong@neusoft.com> Change-Id: I984e45574df8e1cfa62f826b054cad554488f03e,30435,Yong Fu,[22348],['Zuul'],Feature Additions
https://review.opendev.org/796112,Drop Fedora support,"Drop Fedora support  Fedora support is never tested, and has been unmaintained for a while. Because we don't expect any actual user using OpenStack on Fedora, this change drops support for Fedora directly.  Change-Id: I13ddc7d2f42c6c2f1941da9ffd05310aeaec875e",30384,zhangboye,"[9816, 22348]","['Takashi Kajinami', 'Zuul']",Configuration Changes
https://review.opendev.org/795975,Enhance os-ken to support Nicira PacketIn2,"Enhance os-ken to support Nicira PacketIn2  neutron ovs agent has to handle advanced packet_in with custom userdata which is necessary to openflow-based floating IP implementation, but current os-ken doesn't have such infrastructure.  This story is to enhance os-ken in order that neutron ovs agent can act as an advanced SDN controller to handle advanced packet_in.  Story: #2008964 Task: #42600  Signed-off-by: Yi Yang <yangyi01@inspur.com>  Change-Id: I4f993be5dd4a5f48396c4be152da5b61ea92392f  Change-Id: I471ecb2936ca5e45215b4676ae36dd96f68a83b9",30454,Yi Yang,[22348],['Zuul'],Feature Additions
https://review.opendev.org/795976,Enhance os-ken to support Nicira PacketIn2,"Enhance os-ken to support Nicira PacketIn2  neutron ovs agent has to handle advanced packet_in with custom userdata which is necessary to openflow-based floating IP implementation, but current os-ken doesn't have such infrastructure.  This story is to enhance os-ken in order that neutron ovs agent can act as an advanced SDN controller to handle advanced packet_in.  Story: #2008964 Task: #42600  Signed-off-by: Yi Yang <yangyi01@inspur.com>  Change-Id: Ifc7372974319c4bc3e9955c5732338e090e2e49e",30454,Yi Yang,"[11975, 22348]","['Slawek Kaplonski', 'Zuul']",Feature Additions
https://review.opendev.org/792797,Add float types to load_items to support configuration parameters of float type,Add float types to load_items to support configuration parameters of float type  Complement missing float types when loading configuration group parameters so that parameters of type float can be attached into the trove instance successfully  https: //storyboard.openstack.org/#!/story/2008917 Change-Id: I18c4b33f1eeacc3bb5f9d5f3ae72ca5c00f540d9,31525,chimeng,"[6732, 22348]","['Lingxian Kong', 'Zuul']",Configuration Changes
https://review.opendev.org/794905,wip,wip  Change-Id: I34c4335f93af13ec5fdb3145dd501508ed6bb2e5,11952,Flavio Fernandes,"[11952, 22348]","['Flavio Fernandes', 'Zuul']",Feature Additions
https://review.opendev.org/630077,Update hacking version to latest,Update hacking version to latest  Change-Id: Ic2a7e55a0e7a4bf2297a2177004cc967fae200ae,27382,brandon zhao,"[22165, 22348]","['caoyuan', 'Zuul']",Dependency Updates
https://review.opendev.org/688070,Bump the openstackdocstheme extension to 1.20,Bump the openstackdocstheme extension to 1.20  Some options are now automatically configured by the version 1.20: - project - html_last_updated_fmt - latex_engine - latex_elements - version - release.  Change-Id: I9baf2c5091d899302bf55050c4ee6efb481adb53,27822,pengyuesheng,[22348],['Zuul'],Documentation Updates
https://review.opendev.org/796297,Specify the nodeset for zuul jobs,Specify the nodeset for zuul jobs  The py2.7 jobs need to specify xenial Changed py37 to py36 and specify bionic.  The un-specified python3 jobs work fine on either focal or bionic.  zuul is not setup to trigger off code changes in this repo so no source code changes are required to trigger the zuul jobs  Partial-Bug: 1928978 Signed-off-by: albailey <Al.Bailey@windriver.com> Change-Id: Iab9c8727a0f16fa7ff02c20ca3bec5622abe7bd7 (cherry picked from commit 5ff24cf13f9d8cacab9ec15ff193fc8c819d31f4),24,Chuck Short,[22348],['Zuul'],Configuration Changes
https://review.opendev.org/796069,DNm: testing,DNm: testing  Depends-On: https://review.opendev.org/c/openstack/devstack/+/796035 Change-Id: I000f81be877c9da678ad0d14bdf933d25169e59a,8556,Ghanshyam,[22348],['Zuul'],Feature Additions
https://review.opendev.org/796070,DNM: testing,DNM: testing  Depends-On: https://review.opendev.org/c/openstack/devstack/+/796035 Change-Id: I93a1cf8b7ed1a2dc4a464ecb59ca3275792456af,8556,Ghanshyam,[22348],['Zuul'],Feature Additions
https://review.opendev.org/776665,Fix file permissions,Fix file permissions  Remove exectuable bit  Signed-off-by: Charles Short <charles.short@windriver.com> Change-Id: Idad480d54459e19d03f9273167ed64fee0c6674b,24,Chuck Short,"[24, 22348]","['Chuck Short', 'Zuul']",Code Style and Quality Improvements
https://review.opendev.org/772165,Use oslo.policy,Use oslo.policy  All OpenStack projects should use the oslo.policy[1] module for policy enforcements. This patch converts the cgcs-patch code base from its oslo-incubator policy module to oslo.policy.  [1] http://docs.openstack.org/developer/oslo.policy/usage.html  Signed-off-by: Charles Short <charles.short@windriver.com> Change-Id: Ife1df468f98c0eaea593e2a2a1e462f89476c19b,24,Chuck Short,"[24, 9926, 14174, 15435, 22348]","['Chuck Short', 'John Kung', 'Bart Wensley', 'Al Bailey', 'Zuul']",Refactoring
https://review.opendev.org/793460,Merge remote-tracking branch 'origin/master' into f/centos8,Merge remote-tracking branch 'origin/master' into f/centos8  Signed-off-by: Charles Short <charles.short@windriver.com> Change-Id: Iea31a2c8bc11e1f4f71ed65d80f07bc3387f339b,24,Chuck Short,[22348],['Zuul'],Merge Requests
https://review.opendev.org/793696,Merge remote-tracking branch 'origin/master' into f/centos8,Merge remote-tracking branch 'origin/master' into f/centos8  Signed-off-by: Charles Short <charles.short@windriver.com> Change-Id: I4a6c926de965b9fe485e9e1440482a268b58d759,24,Chuck Short,[22348],['Zuul'],Merge Requests
https://review.opendev.org/793981,Specify the nodeset for zuul jobs,"Specify the nodeset for zuul jobs  The py2.7 jobs need to specify xenial The py3.6 jobs need to specify bionic The focal zuul nodes only have python 3.8 installed in them  The copyright date was updated for some files in order to trigger the zuul jobs, as a no-delta type of change.  Partial-Bug: 1928978  Note: This is not a straight cherry-pick since the cherry-pick didn't apply cleanly.  Signed-off-by: Charles Short <charles.short@windriver.com> Change-Id: Ie3cff460d357198ebd0182593484ce585a7faa05",24,Chuck Short,[22348],['Zuul'],Configuration Changes
https://review.opendev.org/789276,DNM - Testing os_tempest from release,DNM - Testing os_tempest from release  Change-Id: Ie5f32c77c4353e92477540d0d461bc5aa75d2655,8367,Arx Cruz,"[22348, 23181]","['Zuul', 'RDO Third Party CI']",Testing Enhancements
https://review.opendev.org/780929,Do not create on the fly segmentation allocations,"Do not create on the fly segmentation allocations  Since [1], the physical network VLAN ranges parser populates the ranges for those entries without a defined range, allowing all valid VLAN ranges ([1, 4094]). When the VLAN driver is inititalizated, all physical network segments are stored in ""ml2_vlan_allocations"".  In tunneled drivers (VXLAN, GRE, Geneve), there is only one segment range and, if defined, is mandatory. When the tunneled driver is initializated, the ""ml2_<tunnel_type>_allocations"" table is populated too.  Now we ensure all segment allocation registers are created during the drivers initialization, this patch prevents from creating any allocation register in runtime. ""SegmentTypeDriver.allocate_fully_specified_segment"" will select and reserve the selected allocation register but never create one.  [1]https://review.opendev.org/c/openstack/neutron-lib/+/779515  Change-Id: I399ba01cd5411c24fe20750421fc963cf79686af Related-Bug: #1919280",16688,Rodolfo Alonso,"[16688, 22348]","['Rodolfo Alonso', 'Zuul']",Performance Improvements
https://review.opendev.org/779062,Configure a NetworkManager profile with ipv6 supported format,Configure a NetworkManager profile with ipv6 supported format  This test was unstable due to the default ipv6 format in NM isn't supported by neutron  Change-Id: Ied226dec9923f021d8f26f1e59b01602d4b1ae82,29088,Candido Campos Rivas,"[11975, 16688, 18894, 19118, 22348, 31291]","['Slawek Kaplonski', 'Rodolfo Alonso', 'Toni Freger', 'Eran Kuris', 'Zuul', 'Eduardo Olivares']",Configuration Changes
https://review.opendev.org/771556,Delete reverse records on FIP deletion without dns_domain.,"Delete reverse records on FIP deletion without dns_domain.  When floating ip is created without dns_domain and dns_name, ptr record is created in designate. On setting this ptr record, new recordset PTR entry created. On deletion of floating ip, ptr record gets deleted however reverse record i.e. recordset entry remains. Allowing to delete recordset on floating ip deletion without dns_name and dns_domain for admin_client with edit_managed_records set to fix above issue.  Closes-Bug: #1746627 Change-Id: I0813480ac67fbd948f76cc9973eb3e8718a0adca",32919,kiran pawar,"[9845, 11975, 13252, 16688, 20104, 22348]","['Arista CI', 'Slawek Kaplonski', 'Dr. Jens Harbott', 'Rodolfo Alonso', 'Dmitrii Galkin', 'Zuul']",Bug Fixes
https://review.opendev.org/786642,DNM Just test for neutron-lib context change,DNM Just test for neutron-lib context change  Depends-On: https://review.opendev.org/c/openstack/neutron-lib/+/779720 Change-Id: Ifda1720df597dc1692fc34ff1e102194d5cbcbdb,11975,Slawek Kaplonski,[22348],['Zuul'],Testing Enhancements
https://review.opendev.org/569091,Override initial network creation,Override initial network creation  Define a function neutron_plugin_create_initial_networks that will override the default creation of initial networks in DevStack and make sure that the initial networks are created with address scopes so that they can be announced via BGP later on.  Depends-On: https://review.openstack.org/568866 Change-Id: I11801adce32380869b3854a39e9069e320adf882,13252,Dr. Jens Harbott,"[4187, 11975, 13252, 16137, 22348]","['Ryan Tidwell', 'Slawek Kaplonski', 'Dr. Jens Harbott', 'Tobias Urdin', 'Zuul']",Feature Additions
https://review.opendev.org/787005,Use py3 as the default runtime for tox,Use py3 as the default runtime for tox  Moving on py3 as the default runtime for tox to avoid to update this at each new cycle.  Wallaby support officially the following runtimes [1]: - Python 3.6 - Python 3.8  During Victoria Python 3.7 was used as the default runtime [2] however this version isn't longer officially supported.  [1] https://governance.openstack.org/tc/reference/runtimes/wallaby.html#python-runtimes-for-wallaby [2] https://governance.openstack.org/tc/reference/runtimes/victoria.html#python-runtimes-for-victoria  Change-Id: I6c9f4b8b9b566fea790657dba0eb7a64c32f6dec,31412,Wenping Song,"[5948, 22348]","['Oleg Bondarev', 'Zuul']",Configuration Changes
https://review.opendev.org/776924,Change FIP creation to use the templated domain name,"Change FIP creation to use the templated domain name  This shows an error in the code, the FIP is created but the API still returns an error 500. The traceback in the log shows:  neutron.api.v2.resource designateclient.exceptions.BadRequest: 'tempest-fip-test-1312680778.<user_id>.<project_id>.tempest-test-domain-771924543.zone.' is not a 'PTR' Record  Change-Id: Ic2e9096a7a590f1d3a7c405c34b4baab5357cb94",13252,Dr. Jens Harbott,[22348],['Zuul'],Bug Fixes
https://review.opendev.org/735934,"Turn back to use ""ovs-ofctl"" and ""ovs-vsctl""",Make ovs evpn driver an os-ken app  TODO: add tests  Closes-Bug: #1883102 Change-Id: Iaedea657c2ef39923d9d03c290a54f4ca1c3a216,8313,Lajos Katona,"[8313, 9531, 11975, 12021, 14525, 22348]","['Lajos Katona', 'liuyulong', 'Slawek Kaplonski', 'Thomas Morin', 'Vasyl Saienko', 'Zuul']",Feature Additions
https://review.opendev.org/796140,Get rid of the $pyvers variable,"Get rid of the $pyvers variable  Since everyone has switched to Python3, it's time for the removal of the $pyvers variable.  Change-Id: I4254185684dcc47ab9cc890c2aa9478aeb89b922 Co-authored-by: Thomas Goirand <zigo@debian.org>",9816,Takashi Kajinami,[22348],['Zuul'],Configuration Changes
https://review.opendev.org/787107,DNM Just some extra logs to understand the Haproxy issue,DNM Just some extra logs to understand the Haproxy issue  Change-Id: Iaf02d6ed8bcfef4c9d29583b60c2f4cee48ad833,11975,Slawek Kaplonski,"[9845, 22348]","['Arista CI', 'Zuul']",Testing Enhancements
https://review.opendev.org/787270,[WIP][DNM] [HA] Use RPC instead of socket server to communicate HA router state change,[WIP][DNM] [HA] Use RPC instead of socket server to communicate HA router state change  TODO: everything.  Change-Id: I7d208371e0f1ec1ba1ddcd244da6dc3a6f63c495,16688,Rodolfo Alonso,"[9845, 22348]","['Arista CI', 'Zuul']",Feature Additions
https://review.opendev.org/759886,Use jinja template to generate keepalived config,WIP: Make keepalived configuration more configurable  - TODO: add keepalived conf to neutron conf file - Converting keepalived config to jinja template  Change-Id: I33f4ca869eccb06ac0316234a11abbb520879846 Closes-Bug: #1892200,5792,Dan Radez,"[5792, 5948, 6737, 9531, 9845, 11975, 13995, 15752, 16688, 22348, 26622, 29963]","['Dan Radez', 'Oleg Bondarev', 'Edward Hope-Morley', 'liuyulong', 'Arista CI', 'Slawek Kaplonski', 'Nate Johnston', 'Intel SR-IOV CI', 'Rodolfo Alonso', 'Zuul', 'Cloudbase Neutron Hyper-V CI', 'Intel_Zuul']",Feature Additions
https://review.opendev.org/675654,L3 agent metering extension,"L3 agent metering extension  This patch will add L3 agent a new metering facility.  AddS L3 agent extension l3_ip_metering, then L3 agent with metering extension will periodically gather floating IP and gateway IP traffic metering data.  The statistics data will be pushed to the message queue via RPC notification by default. Then the telemetry service, aka ceilometer, will be able to collect and store the l3 metering data.  And also we can store the merting data to the local file. So the external service like zabbix agent or some TSDB can read the data from the local file.  Closes-Bug: #1817881 Change-Id: I34ad646392e266a69b0c3be31bb1d04220ca5a8b",9531,liuyulong,"[1131, 9531, 9732, 9845, 15752, 16376, 16688, 22348, 26622, 27430, 29963, 30609]","['Brian Haley', 'liuyulong', 'Mellanox CI', 'Arista CI', 'Intel SR-IOV CI', 'Intel NFV CI', 'Rodolfo Alonso', 'Zuul', 'Cloudbase Neutron Hyper-V CI', 'Hernando Clareth Ariza Perez', 'Intel_Zuul', 'Stanislav Dmitriev']",Feature Additions
https://review.opendev.org/796132,Get rid of the $pyvers variable,"Get rid of the $pyvers variable  Since everyone has switched to Python3, it's time for the removal of the $pyvers variable.  Co-authored-by: Thomas Goirand <zigo@debian.org> Change-Id: I118d45d409b22b34665383ea58fb6f31c0484efc",9816,Takashi Kajinami,[22348],['Zuul'],Configuration Changes
https://review.opendev.org/766875,Add function get_traffic_counters for L3 IPs,Add function get_traffic_counters for L3 IPs  This adds a way to get L3 IPs statistics from L3 IPs QoS TC filter rules.  Change-Id: I80eb64741afd7949189138d9108ee90c2687bf52 Closes-Bug: #1817881,9531,liuyulong,"[9845, 11975, 22348]","['Arista CI', 'Slawek Kaplonski', 'Zuul']",Feature Additions
https://review.opendev.org/777443,Routed provider nets: Fix subnet allocation logic,Routed provider nets: Fix subnet allocation logic  Tempest Test: https://review.opendev.org/c/openstack/tempest/+/665155 Closes-Bug: #1916276 Change-Id: Ib8ffb47bebd08a58f6583f1ea873000b33db5e42,8313,Lajos Katona,"[4694, 5948, 9845, 16688, 21798, 22348]","['Miguel Lavalle', 'Oleg Bondarev', 'Arista CI', 'Rodolfo Alonso', 'Bernard Cafarelli', 'Zuul']",Bug Fixes
https://review.opendev.org/769788,Stop compiling ovn and ovs from source in the ovn multinode jobs,"Stop compiling ovn and ovs from source in the grenade job  Since [1] Devstack can install ovn using packages from the distro and we don't need to force installation from source in the ""old"" Devstack in the grenade job.  [1] https://review.opendev.org/c/openstack/devstack/+/763402  Change-Id: I295c6294fcf0e66c49dde120e1df2f860bb877aa",11975,Slawek Kaplonski,"[1131, 8313, 11975, 21798, 22348]","['Brian Haley', 'Lajos Katona', 'Slawek Kaplonski', 'Bernard Cafarelli', 'Zuul']",Performance Improvements
https://review.opendev.org/788706,Correctly label port as SubPort in SubPortNotFound,"Correctly label port as SubPort in SubPortNotFound  The SubPortNotFound exception gets the port id of the subport that was not found. This is now correctly labeled as SubPort, not as parent port anymore.  Change-Id: I6e33ff4a7e0cb7864535a0905b5dc197a0aa8a5d",30314,Sebastian Lohff,"[5948, 9845, 11975, 22348]","['Oleg Bondarev', 'Arista CI', 'Slawek Kaplonski', 'Zuul']",Bug Fixes
https://review.opendev.org/796134,Get rid of the $pyvers variable,"Get rid of the $pyvers variable  Since everyone has switched to Python3, it's time for the removal of the $pyvers variable.  Change-Id: Idb43d9e560dd9c6e8f5cf48cbd0eef09e91717c5 Co-authored-by: Thomas Goirand <zigo@debian.org>",9816,Takashi Kajinami,[22348],['Zuul'],Configuration Changes
https://review.opendev.org/737698,Imported Translations from Zanata,Imported Translations from Zanata  For more information about this automatic import see: https://docs.openstack.org/i18n/latest/reviewing-translation-import.html  Change-Id: Ibb1919e15436608d028d17592e1332b534fcb5c9,11131,OpenStack Proposal Bot,"[8313, 11975, 12021, 22348]","['Lajos Katona', 'Slawek Kaplonski', 'Thomas Morin', 'Zuul']",Documentation Updates
https://review.opendev.org/789996,Ussuri+ is python3 only and update python to python3,Ussuri+ is python3 only and update python to python3  Change-Id: I987e897f90c114cc0baf2b4e73f0b5e3bd64f40c,31827,Jorhson Deng,"[9845, 22348]","['Arista CI', 'Zuul']",Configuration Changes
https://review.opendev.org/790015,Router routes nexthops should have connectivity with gateway,Router routes nexthops should have connectivity with gateway  All router routes should have connectivity with any subnet of the gateway network. The route nexthop IP address should belong to any of the gateway subnets CIDRs.  Related-Bug: #1925368  Change-Id: Iea52119aaeaeae28416b8481fe1a2c14a3b913da,16688,Rodolfo Alonso,[22348],['Zuul'],Bug Fixes
https://review.opendev.org/790168,Improve Network delete performance,"Improve Network delete performance  - pass existing network dict to PRECOMMIT_DELETE ml2 handler; - skip MTU and segment update handling in case network is   about to be deleted.  Above gives up to 50% net delete speed-up  Conflicts: 	neutron/services/segments/db.py  Change-Id: I07c70db027f2ae03ffb5a95072e019e8a5fdc411 (cherry picked from commit 80eddc40390e63c9c1102b827997054708f2618b) (cherry picked from commit 23e160131be16fc21eb789372b864489ef99c576)",9373,Vlad Gusev,"[5948, 22348]","['Oleg Bondarev', 'Zuul']",Performance Improvements
https://review.opendev.org/752632,Remove six.PY3,Remove six.PY3  The Python 2.7 Support has been dropped since Ussuri. So remove hacking rules for compatibility between python 2 and 3  Change-Id: I2ebc3f5ca41043ffdfcf367c2f3837ead0b1f804,32029,likui,"[11975, 22348, 26285, 27380, 32238]","['Slawek Kaplonski', 'Zuul', 'wu.chunyang', 'Boyron S�bastien', 'wdd']",Configuration Changes
https://review.opendev.org/796142,Get rid of the $pyvers variable,"Get rid of the $pyvers variable  Since everyone has switched to Python3, it's time for the removal of the $pyvers variable.  Change-Id: I943ce862ad9576e5a8fe10f806e9af9aebbdfedf Co-authored-by: Thomas Goirand <zigo@debian.org>",9816,Takashi Kajinami,[22348],['Zuul'],Configuration Changes
https://review.opendev.org/785349,BFD for BGP Dynamic Routing,BFD for BGP Dynamic Routing  Related-Bug: #1922716  Signed-off-by: Manu B <manubk2020@gmail.com> Change-Id: I054b4759d4901509bde2c32f212a21971f8ce2c6,33273,Manu B,"[8313, 9361, 9531, 9708, 11975, 15554, 22348, 32623]","['Lajos Katona', 'Vivekanandan Narasimhan', 'liuyulong', 'Balazs Gibizer', 'Slawek Kaplonski', 'Bence Romsics', 'Zuul', 'Per Wollbrand']",Feature Additions
https://review.opendev.org/743953,Supports Pagination and Sorting for agent List,"Supports Pagination and Sorting for agent List  Neutron-lib patch defined with new  API extension to support ""sort_key"" argument and fix was merged.  Change-Id: I08227fac7001d526ae6ffdaa9a1e32fd0817a472",31916,vinay harsha mitta,"[841, 5948, 8313, 9531, 9732, 9845, 11975, 15752, 16688, 22348, 26622, 29963, 31916, 32438]","['Akihiro Motoki', 'Oleg Bondarev', 'Lajos Katona', 'liuyulong', 'Mellanox CI', 'Arista CI', 'Slawek Kaplonski', 'Intel SR-IOV CI', 'Rodolfo Alonso', 'Zuul', 'Cloudbase Neutron Hyper-V CI', 'Intel_Zuul', 'vinay harsha mitta', 'Heather Lemon']",Feature Additions
